CustomerID,Years as Client,Total Products Purchased via the Bank,Client Salary,rfm_score,rfm_recency,Revenue Ranking,Salary Ranking,Balance Ranking,Overall_ranking,CreditScore,Geography,Gender,Age,Balance,Satisfaction_Score,Card_Type,Point_Earned,HasCrCard,IsActiveMember,Exited,Complain
15749300,2,1,50391,7,4,Normal,Middle Income,High Saving Balance,Potential Customer,556,France,Female,47,139914,1,SILVER,522,Yes,Yes,No,No
15594340,4,1,163150,4,1,Normal,Very High Income,High Saving Balance,Normal Customer,569,France,Male,41,120243,5,PLATINUM,399,Yes,No,Yes,Yes
15607065,9,1,138280,10,2,High Spending with no Credit Card,High Income,Standard Balance,Loyal Customer,765,France,Male,34,91835,1,PLATINUM,843,No,No,No,No
15778089,2,2,135067,4,2,Low Spending and no Credit Card,High Income,Minimal Balance,Normal Customer,544,Spain,Male,37,0,5,DIAMOND,322,No,No,No,No
15773723,9,1,163535,9,2,High Spending with Credit Card,Very High Income,Standard Balance,Potential Customer,588,Spain,Female,22,67178,2,SILVER,728,Yes,Yes,Yes,Yes
15697035,8,2,86657,10,2,High Spending with no Credit Card,High Income,Minimal Balance,Loyal Customer,740,Spain,Female,31,0,1,GOLD,814,No,No,No,No
15679668,7,1,162088,8,4,Low Spending and no Credit Card,Very High Income,High Saving Balance,Potential Customer,850,Spain,Male,38,115379,3,DIAMOND,348,No,Yes,No,No
15709861,4,2,28879,8,4,Normal,Low Income,High Saving Balance,Potential Customer,766,Germany,Male,30,127786,1,SILVER,491,Yes,Yes,No,No
15791958,6,2,169204,8,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,849,France,Female,41,0,1,DIAMOND,618,Yes,Yes,Yes,Yes
15791030,0,2,102426,7,2,High Spending with Credit Card,High Income,Standard Balance,Potential Customer,612,France,Female,33,64900,3,PLATINUM,955,Yes,No,No,No
15695339,0,1,54676,4,1,Normal,Middle Income,High Saving Balance,Normal Customer,517,Germany,Male,53,109173,4,GOLD,547,Yes,No,Yes,Yes
15658813,7,2,18369,11,4,High Spending with Credit Card,Low Income,Minimal Balance,Loyal Customer,645,France,Female,55,0,2,GOLD,971,Yes,Yes,No,No
15715709,4,1,159888,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,696,Germany,Male,43,114091,3,DIAMOND,492,No,Yes,No,No
15722533,3,2,167636,10,4,High Spending with no Credit Card,Very High Income,Minimal Balance,Loyal Customer,716,France,Female,40,0,2,DIAMOND,910,No,Yes,No,No
15683118,9,2,138889,8,2,Normal,High Income,Minimal Balance,Potential Customer,590,France,Male,32,0,1,SILVER,452,Yes,No,No,No
15672798,7,1,199392,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,656,France,Female,45,145933,1,PLATINUM,409,Yes,Yes,No,No
15680112,7,1,189560,9,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,473,Germany,Female,35,131505,5,DIAMOND,852,Yes,No,No,No
15714575,8,1,17375,9,2,High Spending with no Credit Card,Low Income,High Saving Balance,Potential Customer,742,Germany,Female,44,107926,1,DIAMOND,696,No,Yes,Yes,Yes
15806808,8,3,140225,7,1,Normal,High Income,High Saving Balance,Potential Customer,834,Germany,Female,57,112282,3,GOLD,597,Yes,No,Yes,Yes
15590637,7,2,61019,9,4,Normal,Middle Income,Minimal Balance,Potential Customer,721,France,Male,41,0,1,SILVER,453,No,Yes,No,No
15657535,10,1,51908,8,2,Normal,Middle Income,Minimal Balance,Potential Customer,590,Spain,Male,29,0,1,GOLD,523,Yes,Yes,Yes,Yes
15696141,7,1,47019,6,2,Normal,Middle Income,Minimal Balance,Normal Customer,516,Spain,Female,31,0,2,GOLD,326,Yes,No,No,No
15811947,0,1,33701,6,4,Low Spending and no Credit Card,Middle Income,High Saving Balance,Normal Customer,850,France,Male,33,124782,3,DIAMOND,357,No,Yes,No,No
15649024,9,1,59636,9,2,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,748,France,Female,39,132866,2,DIAMOND,756,Yes,Yes,Yes,Yes
15594928,4,1,157148,8,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,798,Germany,Female,38,129055,2,GOLD,879,Yes,No,No,No
15765532,6,1,191393,10,4,High Spending with Credit Card,Very High Income,Standard Balance,Loyal Customer,612,Germany,Male,76,96167,5,DIAMOND,693,Yes,Yes,No,No
15741719,3,1,199863,9,4,High Spending with no Credit Card,Very High Income,High Saving Balance,Potential Customer,540,France,Female,40,165298,4,GOLD,656,No,Yes,No,No
15665629,7,2,20017,6,2,Normal,Low Income,Minimal Balance,Normal Customer,719,Spain,Female,33,0,5,GOLD,282,Yes,No,No,No
15728917,6,1,30636,7,1,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,598,France,Male,48,120683,2,GOLD,675,Yes,No,Yes,Yes
15762993,5,2,117833,9,4,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,796,Spain,Male,32,102773,2,GOLD,630,No,Yes,No,No
15571193,0,1,22497,6,2,High Spending with Credit Card,Low Income,High Saving Balance,Normal Customer,579,Germany,Male,42,144386,2,SILVER,799,Yes,Yes,Yes,Yes
15653521,7,1,748,11,4,High Spending with Credit Card,Low Income,High Saving Balance,Loyal Customer,850,Germany,Female,40,104450,4,PLATINUM,931,Yes,Yes,No,No
15802220,6,1,76871,8,2,High Spending with no Credit Card,Middle Income,High Saving Balance,Potential Customer,599,Spain,Male,35,137103,1,SILVER,620,No,No,No,No
15644132,9,1,107848,9,4,Normal,High Income,High Saving Balance,Potential Customer,724,France,Female,30,142476,3,SILVER,399,Yes,Yes,No,No
15600832,9,1,103727,10,2,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,508,France,Female,43,0,3,DIAMOND,981,Yes,No,No,No
15797919,2,2,178268,7,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,773,Spain,Male,37,103195,4,SILVER,890,Yes,No,No,No
15603743,1,1,126282,7,4,Normal,High Income,High Saving Balance,Potential Customer,526,France,Male,28,112070,4,DIAMOND,486,No,Yes,No,No
15579714,7,2,196652,10,4,High Spending with no Credit Card,Very High Income,Minimal Balance,Loyal Customer,542,France,Female,29,0,3,DIAMOND,761,No,Yes,No,No
15634295,1,1,5962,6,2,High Spending with no Credit Card,Low Income,Standard Balance,Normal Customer,470,France,Male,35,96474,5,SILVER,752,No,No,No,No
15786680,5,2,21929,5,2,Normal,Low Income,Minimal Balance,Normal Customer,805,Spain,Male,37,0,5,PLATINUM,311,Yes,No,No,No
15623499,9,1,127023,7,1,Normal,High Income,High Saving Balance,Potential Customer,548,Germany,Male,49,108438,1,GOLD,416,No,No,Yes,Yes
15691823,5,1,162763,7,4,Normal,Very High Income,High Saving Balance,Potential Customer,672,France,Male,37,153196,2,PLATINUM,391,Yes,Yes,No,No
15809279,8,1,113951,11,4,High Spending with Credit Card,High Income,Standard Balance,Loyal Customer,773,France,Male,45,96877,4,SILVER,744,Yes,Yes,No,No
15758039,6,2,104930,8,4,Low Spending and no Credit Card,High Income,Minimal Balance,Potential Customer,614,France,Male,44,0,3,GOLD,371,No,Yes,No,No
15807163,10,1,52338,9,1,High Spending with no Credit Card,Middle Income,Minimal Balance,Potential Customer,537,France,Female,38,0,2,GOLD,958,No,No,Yes,Yes
15631639,6,1,179965,10,4,High Spending with no Credit Card,Very High Income,Standard Balance,Loyal Customer,704,France,Female,40,95453,1,PLATINUM,701,No,Yes,No,No
15713770,3,1,83754,8,2,High Spending with Credit Card,High Income,Standard Balance,Potential Customer,586,Spain,Male,41,63874,2,DIAMOND,972,Yes,No,No,No
15698167,0,2,182914,4,2,Low Spending and no Credit Card,Very High Income,High Saving Balance,Normal Customer,677,France,Female,24,148299,5,SILVER,339,No,No,No,No
15781710,7,2,166720,8,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,558,Spain,Female,31,0,1,SILVER,689,Yes,No,No,No
15801296,7,2,192722,8,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,634,Germany,Female,37,143259,2,DIAMOND,760,Yes,No,No,No
15704378,9,1,180241,9,4,Normal,Very High Income,High Saving Balance,Potential Customer,655,Germany,Male,37,121342,1,SILVER,299,Yes,Yes,No,No
15767891,6,2,48475,6,2,Normal,Middle Income,Standard Balance,Normal Customer,619,Germany,Female,28,99153,2,GOLD,321,Yes,No,No,No
15640667,4,2,126551,6,2,Normal,High Income,Minimal Balance,Normal Customer,662,France,Female,41,0,4,SILVER,527,Yes,No,No,No
15702145,7,1,64873,10,4,High Spending with Credit Card,Middle Income,Standard Balance,Loyal Customer,705,Spain,Male,33,68424,1,DIAMOND,660,Yes,Yes,No,No
15679738,8,1,98032,6,1,Normal,High Income,Minimal Balance,Normal Customer,527,Spain,Female,35,0,4,GOLD,277,Yes,No,Yes,Yes
15636634,7,1,93524,8,2,High Spending with Credit Card,High Income,Standard Balance,Potential Customer,630,Germany,Female,25,79657,4,PLATINUM,784,Yes,No,No,No
15809227,2,2,56992,6,4,Normal,Middle Income,Minimal Balance,Normal Customer,850,France,Male,35,0,5,DIAMOND,288,Yes,Yes,No,No
15601811,10,1,183981,8,1,High Spending with no Credit Card,Very High Income,High Saving Balance,Potential Customer,668,France,Female,53,110240,4,SILVER,682,No,No,Yes,Yes
15625494,9,2,130235,10,4,Normal,High Income,High Saving Balance,Loyal Customer,573,France,Female,32,125322,3,PLATINUM,428,Yes,Yes,No,No
15723737,3,1,32454,8,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,680,France,Male,27,0,3,DIAMOND,875,Yes,No,No,No
15682955,2,1,75396,9,4,High Spending with Credit Card,Middle Income,Standard Balance,Potential Customer,758,France,Female,32,84379,3,PLATINUM,867,Yes,Yes,No,No
15758856,7,2,167756,9,2,High Spending with no Credit Card,Very High Income,Minimal Balance,Potential Customer,597,France,Male,45,0,2,PLATINUM,972,No,No,No,No
15746065,10,2,24799,11,4,High Spending with Credit Card,Low Income,High Saving Balance,Loyal Customer,580,Germany,Male,35,136281,3,GOLD,722,Yes,Yes,No,No
15783865,5,1,60429,9,4,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,622,France,Male,59,119380,1,PLATINUM,650,Yes,Yes,No,No
15745455,4,2,74241,8,4,Normal,Middle Income,High Saving Balance,Potential Customer,638,Germany,Male,62,108717,2,PLATINUM,442,Yes,Yes,No,No
15583033,4,2,78311,9,4,High Spending with no Credit Card,Middle Income,Minimal Balance,Potential Customer,640,France,Female,20,0,5,SILVER,670,No,Yes,No,No
15644212,0,2,119419,4,2,Normal,High Income,Minimal Balance,Normal Customer,644,Spain,Male,28,0,5,GOLD,266,Yes,No,No,No
15735688,6,1,91306,7,2,Normal,High Income,High Saving Balance,Potential Customer,753,France,Female,31,106596,5,GOLD,503,No,No,No,No
15658577,10,3,25137,10,2,High Spending with no Credit Card,Low Income,Standard Balance,Loyal Customer,629,France,Female,37,99546,1,PLATINUM,878,No,Yes,Yes,Yes
15606887,5,1,193881,7,1,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,775,France,Female,30,0,5,DIAMOND,807,Yes,No,Yes,Yes
15783026,2,1,47857,7,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,701,France,Female,41,0,4,GOLD,916,Yes,No,No,No
15579892,7,1,4492,11,4,High Spending with Credit Card,Low Income,High Saving Balance,Loyal Customer,708,Spain,Male,19,112616,5,PLATINUM,881,Yes,Yes,No,No
15802088,10,1,101312,12,4,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,521,Spain,Female,22,0,3,SILVER,882,Yes,Yes,No,No
15589323,9,2,38831,10,4,Normal,Middle Income,Minimal Balance,Loyal Customer,636,France,Female,24,0,1,GOLD,493,No,Yes,No,No
15636395,5,2,26817,5,2,Normal,Low Income,Minimal Balance,Normal Customer,529,France,Female,31,0,3,DIAMOND,383,Yes,No,No,No
15712772,3,1,199728,7,4,Normal,Very High Income,Standard Balance,Potential Customer,757,France,Male,28,75381,5,GOLD,378,Yes,Yes,No,No
15700937,5,2,67446,10,4,High Spending with Credit Card,Middle Income,Minimal Balance,Loyal Customer,767,Spain,Female,24,0,4,GOLD,900,Yes,Yes,No,No
15766659,5,2,161002,7,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,525,Spain,Male,33,0,1,GOLD,780,Yes,No,No,No
15814033,1,2,20778,6,2,High Spending with Credit Card,Low Income,Minimal Balance,Normal Customer,759,Spain,Male,38,0,5,DIAMOND,795,Yes,No,No,No
15783007,1,1,41042,6,2,High Spending with Credit Card,Middle Income,High Saving Balance,Normal Customer,520,Germany,Female,45,123086,1,PLATINUM,796,Yes,Yes,Yes,Yes
15654183,3,2,67484,7,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,738,France,Female,26,0,4,SILVER,656,Yes,No,No,No
15609899,4,1,121764,8,2,High Spending with Credit Card,High Income,Minimal Balance,Potential Customer,548,Spain,Male,37,0,5,GOLD,926,Yes,No,No,No
15747323,9,1,157358,7,1,Normal,Very High Income,High Saving Balance,Potential Customer,535,Spain,Male,48,109472,2,GOLD,415,Yes,No,Yes,Yes
15582591,4,1,110275,7,4,Normal,High Income,High Saving Balance,Potential Customer,615,Spain,Male,59,155766,1,DIAMOND,306,Yes,Yes,No,No
15738835,7,2,43801,7,2,Normal,Middle Income,High Saving Balance,Potential Customer,850,Germany,Male,38,101986,1,SILVER,493,No,No,No,No
15782404,2,1,9085,6,2,High Spending with no Credit Card,Low Income,Standard Balance,Normal Customer,487,France,Female,34,96020,2,GOLD,740,No,No,No,No
15697480,7,2,143086,11,4,High Spending with no Credit Card,High Income,Minimal Balance,Loyal Customer,731,France,Male,30,0,5,DIAMOND,871,No,Yes,No,No
15697045,9,2,100557,11,4,High Spending with no Credit Card,High Income,Minimal Balance,Loyal Customer,726,Spain,Female,35,0,3,PLATINUM,761,No,Yes,No,No
15781234,2,1,140000,4,2,Normal,High Income,High Saving Balance,Normal Customer,609,France,Female,35,147900,2,PLATINUM,364,Yes,No,No,No
15579891,4,1,186775,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,714,France,Male,52,100756,3,DIAMOND,429,Yes,Yes,No,No
15805690,7,1,133570,5,1,Normal,High Income,Minimal Balance,Normal Customer,694,Spain,Female,35,0,4,SILVER,296,Yes,No,Yes,Yes
15612139,0,1,154991,5,2,Normal,Very High Income,Standard Balance,Normal Customer,786,France,Female,33,83036,2,PLATINUM,595,No,Yes,Yes,Yes
15568834,6,2,27654,8,2,High Spending with no Credit Card,Low Income,High Saving Balance,Potential Customer,698,Spain,Male,27,125427,5,GOLD,717,No,No,No,No
15709917,3,1,137764,7,2,High Spending with no Credit Card,High Income,Standard Balance,Potential Customer,601,France,Female,46,98203,5,GOLD,642,No,No,No,No
15718843,1,1,25724,6,2,High Spending with Credit Card,Low Income,Standard Balance,Normal Customer,769,Spain,Male,41,72510,4,GOLD,747,Yes,No,No,No
15799494,3,2,186286,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,850,Germany,Male,44,140394,5,SILVER,414,No,Yes,No,No
15673439,5,2,142209,8,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,646,Spain,Female,50,142645,4,GOLD,951,Yes,Yes,Yes,Yes
15669011,9,1,169862,7,2,Low Spending and no Credit Card,Very High Income,Standard Balance,Potential Customer,659,France,Female,44,23503,4,GOLD,275,No,Yes,Yes,Yes
15581388,8,1,41366,9,2,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,487,Spain,Male,33,145730,2,DIAMOND,675,Yes,No,No,No
15743153,2,2,30813,6,4,Normal,Middle Income,High Saving Balance,Normal Customer,740,Germany,Female,40,122295,2,GOLD,318,Yes,Yes,No,No
15579787,4,2,155024,8,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,686,France,Male,39,0,4,DIAMOND,977,Yes,No,No,No
15759966,5,2,159417,5,2,Normal,Very High Income,High Saving Balance,Normal Customer,612,Spain,Female,36,119799,5,PLATINUM,288,Yes,No,No,No
15601045,8,2,76259,10,2,High Spending with no Credit Card,Middle Income,High Saving Balance,Loyal Customer,655,Spain,Male,37,163709,2,SILVER,959,No,No,No,No
15764021,1,2,105965,5,2,Normal,High Income,Standard Balance,Normal Customer,617,France,Male,34,61687,4,DIAMOND,419,Yes,No,No,No
15687218,4,1,50744,9,4,High Spending with no Credit Card,Middle Income,Standard Balance,Potential Customer,674,France,Female,27,79144,1,PLATINUM,720,No,Yes,No,No
15626452,5,2,147720,8,4,Normal,High Income,Minimal Balance,Potential Customer,711,Spain,Male,32,0,2,DIAMOND,521,Yes,Yes,No,No
15700964,7,1,167387,10,4,High Spending with Credit Card,Very High Income,High Saving Balance,Loyal Customer,624,Germany,Female,27,104849,5,SILVER,734,Yes,Yes,No,No
15768887,5,2,95159,8,4,Normal,High Income,Minimal Balance,Potential Customer,597,Spain,Male,26,0,3,GOLD,545,No,Yes,No,No
15735358,4,1,4654,7,4,Normal,Low Income,Minimal Balance,Potential Customer,682,Spain,Male,46,0,5,SILVER,221,Yes,Yes,No,No
15749472,8,1,130377,10,2,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,775,France,Male,45,0,4,DIAMOND,805,Yes,No,No,No
15685872,1,1,173486,7,4,Normal,Very High Income,High Saving Balance,Potential Customer,727,France,Female,29,146652,1,DIAMOND,518,Yes,Yes,No,No
15760851,6,2,93882,6,2,Normal,High Income,Minimal Balance,Normal Customer,629,France,Male,31,0,5,SILVER,363,Yes,No,No,No
15734588,0,2,36377,8,4,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,684,France,Male,46,0,3,GOLD,784,Yes,Yes,No,No
15784594,1,2,128500,8,4,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,549,Germany,Female,37,130622,3,SILVER,623,Yes,Yes,No,No
15606435,2,2,105899,9,4,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,593,Germany,Male,69,187013,1,GOLD,952,No,Yes,No,No
15790247,9,2,11959,9,4,Normal,Low Income,Minimal Balance,Potential Customer,536,Spain,Male,40,0,2,SILVER,238,Yes,Yes,No,No
15676433,6,1,98811,7,2,Normal,High Income,Minimal Balance,Potential Customer,707,France,Female,36,0,3,PLATINUM,552,No,No,No,No
15625905,0,2,65906,5,2,Normal,Middle Income,Minimal Balance,Normal Customer,592,Spain,Male,41,0,4,GOLD,576,Yes,No,No,No
15626414,6,1,151517,6,2,Normal,Very High Income,Standard Balance,Normal Customer,703,France,Male,44,98863,4,PLATINUM,407,Yes,No,No,No
15623220,4,2,37214,7,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,723,Spain,Female,45,0,5,PLATINUM,799,Yes,No,No,No
15752857,1,2,92034,7,2,High Spending with no Credit Card,High Income,Standard Balance,Potential Customer,452,Germany,Male,52,98443,5,SILVER,821,No,No,No,No
15677908,4,2,195692,7,2,High Spending with no Credit Card,Very High Income,Minimal Balance,Potential Customer,552,Spain,Male,42,0,3,SILVER,785,No,No,No,No
15773013,0,1,6343,4,2,Normal,Low Income,Minimal Balance,Normal Customer,633,France,Female,47,0,3,GOLD,350,Yes,Yes,Yes,Yes
15623972,9,1,95148,11,4,High Spending with no Credit Card,High Income,High Saving Balance,Loyal Customer,479,Germany,Female,23,123576,3,GOLD,787,No,Yes,No,No
15738627,6,2,21216,11,4,High Spending with Credit Card,Low Income,Minimal Balance,Loyal Customer,768,France,Male,25,0,3,PLATINUM,928,Yes,Yes,No,No
15643392,4,1,19700,9,4,High Spending with Credit Card,Low Income,High Saving Balance,Potential Customer,742,France,Male,31,105239,3,DIAMOND,790,Yes,Yes,No,No
15684868,9,1,134397,6,1,Normal,High Income,High Saving Balance,Normal Customer,668,Germany,Male,56,110994,1,SILVER,239,Yes,No,Yes,Yes
15627854,3,2,135077,9,4,High Spending with Credit Card,High Income,Minimal Balance,Potential Customer,707,Spain,Male,44,0,2,DIAMOND,682,Yes,Yes,No,No
15669253,7,2,133601,8,1,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,754,Spain,Male,39,157692,1,SILVER,902,Yes,No,Yes,Yes
15758023,5,1,99922,5,1,Normal,High Income,High Saving Balance,Normal Customer,544,Germany,Male,47,105245,3,GOLD,491,No,No,Yes,Yes
15574558,8,2,41399,11,4,High Spending with Credit Card,Middle Income,Minimal Balance,Loyal Customer,718,Spain,Male,32,0,5,GOLD,685,Yes,Yes,No,No
15635256,7,1,159344,11,4,High Spending with Credit Card,Very High Income,High Saving Balance,Loyal Customer,762,France,Male,31,117687,2,PLATINUM,867,Yes,Yes,No,No
15680399,2,2,18364,4,2,Normal,Low Income,Minimal Balance,Normal Customer,772,France,Male,23,0,3,GOLD,407,Yes,No,No,No
15674720,7,1,98162,9,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,691,Germany,Female,37,123068,5,SILVER,958,Yes,Yes,Yes,Yes
15580249,0,1,84663,5,2,Normal,High Income,Minimal Balance,Normal Customer,502,France,Male,45,0,5,SILVER,553,No,No,No,No
15675431,6,2,36537,6,2,Low Spending and no Credit Card,Middle Income,Minimal Balance,Normal Customer,563,France,Female,34,0,1,GOLD,256,No,No,No,No
15698285,4,1,79102,7,4,Normal,Middle Income,High Saving Balance,Potential Customer,676,France,Female,41,101457,1,PLATINUM,299,Yes,Yes,No,No
15810775,2,2,16644,6,4,Normal,Low Income,High Saving Balance,Normal Customer,576,Spain,Male,52,100549,4,DIAMOND,221,Yes,Yes,No,No
15678173,4,2,158420,7,4,Low Spending and no Credit Card,Very High Income,High Saving Balance,Potential Customer,629,Spain,Male,35,174589,1,DIAMOND,391,No,Yes,No,No
15665222,8,1,48988,7,2,Normal,Middle Income,High Saving Balance,Potential Customer,625,Spain,Male,52,121162,3,DIAMOND,275,Yes,No,No,No
15803908,9,2,96863,10,4,Normal,High Income,Minimal Balance,Loyal Customer,628,France,Male,45,0,1,GOLD,429,Yes,Yes,No,No
15586039,5,2,96367,7,4,Normal,High Income,Standard Balance,Potential Customer,471,Germany,Female,36,90064,1,SILVER,368,Yes,Yes,No,No
15802570,5,2,146123,7,4,Normal,High Income,Minimal Balance,Potential Customer,811,France,Female,45,0,3,DIAMOND,372,Yes,Yes,No,No
15781451,3,2,135179,8,2,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,504,France,Male,42,134937,2,DIAMOND,985,No,No,No,No
15721019,3,1,158615,5,2,Normal,Very High Income,High Saving Balance,Normal Customer,687,France,Female,24,110495,3,PLATINUM,261,Yes,No,No,No
15738588,2,1,71434,6,2,High Spending with no Credit Card,Middle Income,High Saving Balance,Normal Customer,660,Germany,Female,37,133200,4,DIAMOND,700,No,No,No,No
15730657,4,1,55672,8,4,Normal,Middle Income,Standard Balance,Potential Customer,548,France,Female,41,82597,2,SILVER,514,No,Yes,No,No
15739292,9,1,150218,11,4,High Spending with Credit Card,Very High Income,High Saving Balance,Loyal Customer,609,Germany,Male,31,103838,2,SILVER,718,Yes,Yes,No,No
15725945,2,1,162734,5,1,High Spending with no Credit Card,Very High Income,Minimal Balance,Normal Customer,659,Spain,Female,42,0,1,SILVER,674,No,No,Yes,Yes
15813159,8,1,21229,8,2,Normal,Low Income,Standard Balance,Potential Customer,526,France,Male,52,93590,1,SILVER,589,No,Yes,Yes,Yes
15636820,8,1,62028,8,2,Normal,Middle Income,High Saving Balance,Potential Customer,725,Germany,Male,40,104150,4,GOLD,414,Yes,No,No,No
15603880,1,1,60988,6,2,High Spending with Credit Card,Middle Income,High Saving Balance,Normal Customer,519,Germany,Male,38,114142,5,GOLD,748,Yes,Yes,Yes,Yes
15619494,9,1,108675,11,4,High Spending with Credit Card,High Income,High Saving Balance,Loyal Customer,562,Germany,Female,31,117153,4,PLATINUM,759,Yes,Yes,No,No
15596992,7,1,72644,7,1,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,482,Germany,Male,45,156353,4,PLATINUM,647,Yes,No,Yes,Yes
15735025,3,2,9242,7,4,Normal,Low Income,High Saving Balance,Potential Customer,535,Spain,Male,37,175535,5,DIAMOND,316,Yes,Yes,No,No
15730759,9,1,153080,7,1,Normal,Very High Income,High Saving Balance,Potential Customer,561,France,Female,27,135637,2,SILVER,567,Yes,No,Yes,Yes
15752912,7,2,72197,6,2,Normal,Middle Income,Minimal Balance,Normal Customer,661,France,Female,30,0,3,DIAMOND,220,Yes,No,No,No
15711316,2,2,199527,9,4,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,771,France,Male,27,0,2,PLATINUM,918,Yes,Yes,No,No
15738785,7,2,156598,10,4,High Spending with no Credit Card,Very High Income,Minimal Balance,Loyal Customer,545,France,Male,26,0,2,GOLD,781,No,Yes,No,No
15777896,2,1,74918,6,4,Low Spending and no Credit Card,Middle Income,Standard Balance,Normal Customer,850,Germany,Female,33,83415,3,PLATINUM,271,No,Yes,No,No
15628963,3,2,111250,9,4,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,601,Germany,Male,43,141859,5,GOLD,799,Yes,Yes,No,No
15742126,7,2,59116,8,4,Normal,Middle Income,High Saving Balance,Potential Customer,712,Germany,Male,38,132768,5,DIAMOND,358,Yes,Yes,No,No
15575623,10,1,148219,9,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,589,France,Female,31,110635,5,SILVER,728,Yes,No,No,No
15741652,8,1,77142,9,4,Normal,Middle Income,High Saving Balance,Potential Customer,600,Spain,Male,37,177657,2,GOLD,224,Yes,Yes,No,No
15738884,4,1,67485,7,2,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,642,Germany,Male,41,157778,5,DIAMOND,720,Yes,No,No,No
15615050,9,2,63452,7,2,Normal,Middle Income,High Saving Balance,Potential Customer,575,Germany,Male,47,107916,5,DIAMOND,232,Yes,Yes,Yes,Yes
15803005,5,1,103660,7,4,Low Spending and no Credit Card,High Income,Standard Balance,Potential Customer,570,Germany,Female,57,86569,5,SILVER,307,No,Yes,No,No
15743498,9,1,163192,6,1,Normal,Very High Income,High Saving Balance,Normal Customer,532,Germany,Male,52,137756,2,GOLD,401,Yes,No,Yes,Yes
15720463,2,2,62905,7,2,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,796,France,Male,30,137263,1,SILVER,935,Yes,No,No,No
15588695,6,1,44323,8,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,833,Spain,Male,32,0,4,GOLD,775,Yes,Yes,Yes,Yes
15665802,6,2,97939,8,4,Normal,High Income,Minimal Balance,Potential Customer,642,Spain,Female,36,0,4,PLATINUM,285,Yes,Yes,No,No
15571144,10,2,126565,9,4,Low Spending and no Credit Card,High Income,Minimal Balance,Potential Customer,655,France,Male,28,0,2,SILVER,315,No,Yes,No,No
15750731,9,1,185360,8,1,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,736,Germany,Male,50,116309,1,GOLD,760,Yes,No,Yes,Yes
15605134,0,2,183229,7,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,617,France,Female,34,131245,5,DIAMOND,933,Yes,No,No,No
15626044,3,2,106024,8,4,Normal,High Income,High Saving Balance,Potential Customer,762,Germany,Male,28,125156,2,GOLD,414,Yes,Yes,No,No
15737910,5,2,167810,8,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,703,Germany,Male,35,140691,3,PLATINUM,811,Yes,No,No,No
15761076,3,2,138536,10,4,High Spending with Credit Card,High Income,Standard Balance,Loyal Customer,507,France,Male,41,58820,3,PLATINUM,895,Yes,Yes,No,No
15710105,3,1,184520,8,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,581,Germany,Female,26,105099,5,DIAMOND,877,Yes,Yes,Yes,Yes
